"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"MH216600","1752","Human","4 (HA)","","Canada","N","2017/03/15","Influenza B virus (B/British Columbia/041/2017)","","","","","","nc"
"MF196003","1776","Human","4 (HA)","","Canada","N","2016/01/26","Influenza B virus (B/British Columbia/042/2016)","","","","","","p"
"MH216601","1752","Human","4 (HA)","","Canada","N","2017/03/15","Influenza B virus (B/British Columbia/042/2017)","","","","","","nc"
"MG910866","1752","Human","4 (HA)","","Canada","N","2018/01/11","Influenza B virus (B/British Columbia/042/2018)","","","","","","nc"
"MF196004","1698","Human","4 (HA)","","Canada","N","2016/01/27","Influenza B virus (B/British Columbia/043/2016)","","","","","","p"
"MH216603","1752","Human","4 (HA)","","Canada","N","2017/03/17","Influenza B virus (B/British Columbia/044/2017)","","","","","","nc"
"MG910869","1752","Human","4 (HA)","","Canada","N","2018/01/13","Influenza B virus (B/British Columbia/045/2018)","","","","","","nc"
"MH216605","1752","Human","4 (HA)","","Canada","N","2017/03/21","Influenza B virus (B/British Columbia/046/2017)","","","","","","nc"
"MG910870","1752","Human","4 (HA)","","Canada","N","2018/01/11","Influenza B virus (B/British Columbia/046/2018)","","","","","","nc"
"MF196008","1768","Human","4 (HA)","","Canada","N","2016/01/27","Influenza B virus (B/British Columbia/047/2016)","","","","","","c"
"MH603765","1752","Human","4 (HA)","","Canada","N","2018/01/15","Influenza B virus (B/British Columbia/047/2018)","","","","","","nc"
"MF196009","1768","Human","4 (HA)","","Canada","N","2016/01/28","Influenza B virus (B/British Columbia/048/2016)","","","","","","c"
"MH216607","1752","Human","4 (HA)","","Canada","N","2017/03/24","Influenza B virus (B/British Columbia/048/2017)","","","","","","nc"
"MH216609","1707","Human","4 (HA)","","Canada","N","2017/03/31","Influenza B virus (B/British Columbia/050/2017)","","","","","","p"
"MF196012","1771","Human","4 (HA)","","Canada","N","2016/01/28","Influenza B virus (B/British Columbia/051/2016)","","","","","","c"
"MF196013","1751","Human","4 (HA)","","Canada","N","2016/01/29","Influenza B virus (B/British Columbia/052/2016)","","","","","","p"
"MH216611","1707","Human","4 (HA)","","Canada","N","2017/04/04","Influenza B virus (B/British Columbia/052/2017)","","","","","","p"
"MH216612","1752","Human","4 (HA)","","Canada","N","2017/04/05","Influenza B virus (B/British Columbia/053/2017)","","","","","","nc"
"MH603802","1752","Human","4 (HA)","","Canada","N","2018/01/18","Influenza B virus (B/British Columbia/053/2018)","","","","","","nc"
"MF196014","1746","Human","4 (HA)","","Canada","N","2016/01/31","Influenza B virus (B/British Columbia/054/2016)","","","","","","p"
"MH216613","1707","Human","4 (HA)","","Canada","N","2017/04/07","Influenza B virus (B/British Columbia/054/2017)","","","","","","p"
"MF196016","1774","Human","4 (HA)","","Canada","N","2016/01/29","Influenza B virus (B/British Columbia/056/2016)","","","","","","c"
"MF196017","1783","Human","4 (HA)","","Canada","N","2016/01/29","Influenza B virus (B/British Columbia/057/2016)","","","","","","c"
"MF196018","1771","Human","4 (HA)","","Canada","N","2016/01/29","Influenza B virus (B/British Columbia/058/2016)","","","","","","c"
"MH603699","1749","Human","4 (HA)","","Canada","N","2018/01/17","Influenza B virus (B/British Columbia/059/2018)","","","","","","nc"
"MH613838","1248","Human","4 (HA)","","Canada","N","2014/02/25","Influenza B virus (B/British Columbia/06/2014)","","","","","","p"
"MF196020","1768","Human","4 (HA)","","Canada","N","2016/02/01","Influenza B virus (B/British Columbia/060/2016)","","","","","","c"
"MF196021","1768","Human","4 (HA)","","Canada","N","2016/02/01","Influenza B virus (B/British Columbia/061/2016)","","","","","","c"
"MF196022","1760","Human","4 (HA)","","Canada","N","2016/02/01","Influenza B virus (B/British Columbia/062/2016)","","","","","","p"
"MF196023","1774","Human","4 (HA)","","Canada","N","2016/02/01","Influenza B virus (B/British Columbia/063/2016)","","","","","","c"
"MF196024","1755","Human","4 (HA)","","Canada","N","2016/02/02","Influenza B virus (B/British Columbia/064/2016)","","","","","","c"
"MF196025","1771","Human","4 (HA)","","Canada","N","2016/02/01","Influenza B virus (B/British Columbia/065/2016)","","","","","","c"
"MF196028","1771","Human","4 (HA)","","Canada","N","2016/02/03","Influenza B virus (B/British Columbia/068/2016)","","","","","","c"
"MH603803","1752","Human","4 (HA)","","Canada","N","2018/01/19","Influenza B virus (B/British Columbia/068/2018)","","","","","","nc"
"KP864168","1755","Human","4 (HA)","","Canada","N","2014/03/07","Influenza B virus (B/British Columbia/07/2014)","","","","","","c"
"MF196032","1771","Human","4 (HA)","","Canada","N","2016/02/08","Influenza B virus (B/British Columbia/075/2016)","","","","","","c"
"MF196033","1755","Human","4 (HA)","","Canada","N","2016/02/09","Influenza B virus (B/British Columbia/076/2016)","","","","","","c"
"MF196034","1738","Human","4 (HA)","","Canada","N","2016/02/10","Influenza B virus (B/British Columbia/077/2016)","","","","","","p"
"MF196035","1755","Human","4 (HA)","","Canada","N","2016/02/10","Influenza B virus (B/British Columbia/078/2016)","","","","","","c"
"MF196036","1771","Human","4 (HA)","","Canada","N","2016/02/10","Influenza B virus (B/British Columbia/079/2016)","","","","","","c"
"KP864167","1755","Human","4 (HA)","","Canada","N","2014/03/18","Influenza B virus (B/British Columbia/08/2014)","","","","","","c"
"MH603773","1752","Human","4 (HA)","","Canada","N","2018/01/26","Influenza B virus (B/British Columbia/080/2018)","","","","","","nc"
"MF196038","1755","Human","4 (HA)","","Canada","N","2016/02/14","Influenza B virus (B/British Columbia/081/2016)","","","","","","c"
"MF196039","1773","Human","4 (HA)","","Canada","N","2016/02/15","Influenza B virus (B/British Columbia/082/2016)","","","","","","c"
"MF196040","1771","Human","4 (HA)","","Canada","N","2016/02/15","Influenza B virus (B/British Columbia/083/2016)","","","","","","c"
"MH603726","1752","Human","4 (HA)","","Canada","N","2018/01/29","Influenza B virus (B/British Columbia/083/2018)","","","","","","nc"
"MF196041","1771","Human","4 (HA)","","Canada","N","2016/02/16","Influenza B virus (B/British Columbia/084/2016)","","","","","","c"
"MF196042","1783","Human","4 (HA)","","Canada","N","2016/02/15","Influenza B virus (B/British Columbia/085/2016)","","","","","","c"
"MH603795","1752","Human","4 (HA)","","Canada","N","2018/01/26","Influenza B virus (B/British Columbia/086/2018)","","","","","","nc"
"MF196044","1755","Human","4 (HA)","","Canada","N","2016/02/16","Influenza B virus (B/British Columbia/087/2016)","","","","","","c"
"MF196045","1755","Human","4 (HA)","","Canada","N","2016/02/17","Influenza B virus (B/British Columbia/088/2016)","","","","","","c"
"MF196046","1755","Human","4 (HA)","","Canada","N","2016/02/17","Influenza B virus (B/British Columbia/089/2016)","","","","","","c"
"MH603799","1752","Human","4 (HA)","","Canada","N","2018/01/30","Influenza B virus (B/British Columbia/089/2018)","","","","","","nc"
"KP864166","1755","Human","4 (HA)","","Canada","N","2014/03/20","Influenza B virus (B/British Columbia/09/2014)","","","","","","c"
"MF196047","1755","Human","4 (HA)","","Canada","N","2016/02/17","Influenza B virus (B/British Columbia/090/2016)","","","","","","c"
"MF196048","1771","Human","4 (HA)","","Canada","N","2016/02/17","Influenza B virus (B/British Columbia/091/2016)","","","","","","c"
"MF196050","1784","Human","4 (HA)","","Canada","N","2016/02/18","Influenza B virus (B/British Columbia/093/2016)","","","","","","c"
"MF196053","1755","Human","4 (HA)","","Canada","N","2016/02/20","Influenza B virus (B/British Columbia/096/2016)","","","","","","c"
"MH603736","1752","Human","4 (HA)","","Canada","N","2018/02/01","Influenza B virus (B/British Columbia/096/2018)","","","","","","nc"
"MF196054","1771","Human","4 (HA)","","Canada","N","2016/02/20","Influenza B virus (B/British Columbia/097/2016)","","","","","","c"
"MF196055","1755","Human","4 (HA)","","Canada","N","2016/02/21","Influenza B virus (B/British Columbia/098/2016)","","","","","","c"
"KU729618","1755","Human","4 (HA)","","Canada","N","2015/01/13","Influenza B virus (B/British Columbia/1/2015)","","","","","","c"
"KP864165","1755","Human","4 (HA)","","Canada","N","2014/03/25","Influenza B virus (B/British Columbia/10/2014)","","","","","","c"
"MH613843","1758","Human","4 (HA)","","Canada","N","2015/03/24","Influenza B virus (B/British Columbia/10/2015)","","","","","","c"
"MF196057","1755","Human","4 (HA)","","Canada","N","2016/02/22","Influenza B virus (B/British Columbia/100/2016)","","","","","","c"
"MF196059","1771","Human","4 (HA)","","Canada","N","2016/02/24","Influenza B virus (B/British Columbia/103/2016)","","","","","","c"
"MH603739","1752","Human","4 (HA)","","Canada","N","2018/01/24","Influenza B virus (B/British Columbia/103/2018)","","","","","","nc"
"MF196060","1771","Human","4 (HA)","","Canada","N","2016/02/24","Influenza B virus (B/British Columbia/104/2016)","","","","","","c"
"MH603713","1752","Human","4 (HA)","","Canada","N","2018/01/23","Influenza B virus (B/British Columbia/104/2018)","","","","","","nc"
"MF196062","1771","Human","4 (HA)","","Canada","N","2016/02/24","Influenza B virus (B/British Columbia/106/2016)","","","","","","c"
"MH613839","1249","Human","4 (HA)","","Canada","N","2014/04/02","Influenza B virus (B/British Columbia/11/2014)","","","","","","p"
"KU729613","1737","Human","4 (HA)","","Canada","N","2015/04/09","Influenza B virus (B/British Columbia/11/2015)","","","","","","p"
"MF196066","1771","Human","4 (HA)","","Canada","N","2016/02/27","Influenza B virus (B/British Columbia/110/2016)","","","","","","c"
"MF196068","1755","Human","4 (HA)","","Canada","N","2016/03/02","Influenza B virus (B/British Columbia/113/2016)","","","","","","c"
"MF196069","1755","Human","4 (HA)","","Canada","N","2016/03/02","Influenza B virus (B/British Columbia/114/2016)","","","","","","c"
"MH603774","1752","Human","4 (HA)","","Canada","N","2018/02/07","Influenza B virus (B/British Columbia/114/2018)","","","","","","nc"
"MH603685","1755","Human","4 (HA)","","Canada","N","2018/02/07","Influenza B virus (B/British Columbia/116/2018)","","","","","","nc"
"MF196073","1771","Human","4 (HA)","","Canada","N","2016/03/03","Influenza B virus (B/British Columbia/118/2016)","","","","","","c"
"MF196074","1755","Human","4 (HA)","","Canada","N","2016/03/04","Influenza B virus (B/British Columbia/119/2016)","","","","","","c"
"KP864164","1755","Human","4 (HA)","","Canada","N","2014/04/04","Influenza B virus (B/British Columbia/12/2014)","","","","","","c"
"KU729612","1755","Human","4 (HA)","","Canada","N","2015/04/13","Influenza B virus (B/British Columbia/12/2015)","","","","","","c"
"MF196076","1755","Human","4 (HA)","","Canada","N","2016/03/07","Influenza B virus (B/British Columbia/121/2016)","","","","","","c"
"MF196078","1771","Human","4 (HA)","","Canada","N","2016/03/06","Influenza B virus (B/British Columbia/124/2016)","","","","","","c"
"MF196079","1755","Human","4 (HA)","","Canada","N","2016/03/08","Influenza B virus (B/British Columbia/126/2016)","","","","","","c"
"MH603727","1752","Human","4 (HA)","","Canada","N","2018/02/15","Influenza B virus (B/British Columbia/126/2018)","","","","","","nc"
"KP864163","1755","Human","4 (HA)","","Canada","N","2014/04/11","Influenza B virus (B/British Columbia/13/2014)","","","","","","c"
"MF196083","1771","Human","4 (HA)","","Canada","N","2016/03/22","Influenza B virus (B/British Columbia/130/2016)","","","","","","c"
"MF196084","1535","Human","4 (HA)","","Canada","N","2016/03/31","Influenza B virus (B/British Columbia/132/2016)","","","","","","p"
"MF196086","1768","Human","4 (HA)","","Canada","N","2016/04/04","Influenza B virus (B/British Columbia/134/2016)","","","","","","c"
"MF196087","1755","Human","4 (HA)","","Canada","N","2016/04/04","Influenza B virus (B/British Columbia/135/2016)","","","","","","c"
"MF196088","1772","Human","4 (HA)","","Canada","N","2016/04/05","Influenza B virus (B/British Columbia/136/2016)","","","","","","c"
"MF196089","1771","Human","4 (HA)","","Canada","N","2016/04/12","Influenza B virus (B/British Columbia/137/2016)","","","","","","c"
"MH603721","1752","Human","4 (HA)","","Canada","N","2018/02/21","Influenza B virus (B/British Columbia/137/2018)","","","","","","nc"
"MF196090","1773","Human","4 (HA)","","Canada","N","2016/04/14","Influenza B virus (B/British Columbia/138/2016)","","","","","","c"
"MF195744","1732","Human","4 (HA)","","Canada","N","2016/04/18","Influenza B virus (B/British Columbia/139/2016)","","","","","","p"
"MH603794","1752","Human","4 (HA)","","Canada","N","2018/02/21","Influenza B virus (B/British Columbia/139/2018)","","","","","","nc"
"MF196091","1770","Human","4 (HA)","","Canada","N","2016/04/22","Influenza B virus (B/British Columbia/140/2016)","","","","","","c"
"MH216616","1755","Human","4 (HA)","","Canada","N","2016/11/07","Influenza B virus (B/British Columbia/141/2016)","","","","","","nc"
"MH216617","1752","Human","4 (HA)","","Canada","N","2016/12/20","Influenza B virus (B/British Columbia/142/2016)","","","","","","nc"
"MH603715","1752","Human","4 (HA)","","Canada","N","2018/02/26","Influenza B virus (B/British Columbia/145/2018)","","","","","","nc"
"KP864161","1755","Human","4 (HA)","","Canada","N","2014/04/15","Influenza B virus (B/British Columbia/15/2014)","","","","","","c"
"MH603740","1752","Human","4 (HA)","","Canada","N","2018/03/01","Influenza B virus (B/British Columbia/157/2018)","","","","","","nc"
"MH603800","1752","Human","4 (HA)","","Canada","N","2018/03/02","Influenza B virus (B/British Columbia/165/2018)","","","","","","nc"
"MH603720","1752","Human","4 (HA)","","Canada","N","2018/03/05","Influenza B virus (B/British Columbia/171/2018)","","","","","","nc"
"MH603709","1752","Human","4 (HA)","","Canada","N","2018/03/10","Influenza B virus (B/British Columbia/175/2018)","","","","","","nc"
"MH603700","1749","Human","4 (HA)","","Canada","N","2018/03/09","Influenza B virus (B/British Columbia/177/2018)","","","","","","nc"
"MH603752","1752","Human","4 (HA)","","Canada","N","2018/03/14","Influenza B virus (B/British Columbia/179/2018)","","","","","","nc"
"KP083464","1755","Human","4 (HA)","","Canada","N","2014/03/12","Influenza B virus (B/British Columbia/18/2014)","","","","","","c"
"KU729619","1755","Human","4 (HA)","","Canada","N","2014/11/17","Influenza B virus (B/British Columbia/18/2014)","","","","","","c"
"MH603796","1752","Human","4 (HA)","","Canada","N","2018/03/15","Influenza B virus (B/British Columbia/180/2018)","","","","","","nc"
"MH603712","1752","Human","4 (HA)","","Canada","N","2018/03/21","Influenza B virus (B/British Columbia/188/2018)","","","","","","nc"
"KP083465","1755","Human","4 (HA)","","Canada","N","2014/03/12","Influenza B virus (B/British Columbia/19/2014)","","","","","","c"
"MH603704","1752","Human","4 (HA)","","Canada","N","2018/04/03","Influenza B virus (B/British Columbia/193/2018)","","","","","","nc"
"MH603698","1749","Human","4 (HA)","","Canada","N","2018/04/10","Influenza B virus (B/British Columbia/194/2018)","","","","","","nc"
"MH603705","1752","Human","4 (HA)","","Canada","N","2018/04/11","Influenza B virus (B/British Columbia/195/2018)","","","","","","nc"
"KU729614","1743","Human","4 (HA)","","Canada","N","2015/01/15","Influenza B virus (B/British Columbia/3/2015)","","","","","","p"
"MG910871","1752","Human","4 (HA)","","Canada","N","2017/11/17","Influenza B virus (B/British Columbia/302/2017)","","","","","","nc"
"MG910872","1707","Human","4 (HA)","","Canada","N","2017/11/20","Influenza B virus (B/British Columbia/303/2017)","","","","","","p"
"MG910873","1752","Human","4 (HA)","","Canada","N","2017/11/27","Influenza B virus (B/British Columbia/305/2017)","","","","","","nc"
"MG910874","1752","Human","4 (HA)","","Canada","N","2017/11/28","Influenza B virus (B/British Columbia/306/2017)","","","","","","nc"
"MG910875","1752","Human","4 (HA)","","Canada","N","2017/11/29","Influenza B virus (B/British Columbia/307/2017)","","","","","","nc"
"MG910876","1752","Human","4 (HA)","","Canada","N","2017/12/04","Influenza B virus (B/British Columbia/308/2017)","","","","","","nc"
"MG910877","1752","Human","4 (HA)","","Canada","N","2017/12/07","Influenza B virus (B/British Columbia/312/2017)","","","","","","nc"
"MG910881","1752","Human","4 (HA)","","Canada","N","2017/12/13","Influenza B virus (B/British Columbia/317/2017)","","","","","","nc"
"MG910882","1752","Human","4 (HA)","","Canada","N","2017/12/13","Influenza B virus (B/British Columbia/318/2017)","","","","","","nc"
"MG910883","1707","Human","4 (HA)","","Canada","N","2017/12/14","Influenza B virus (B/British Columbia/319/2017)","","","","","","p"
"MG910886","1752","Human","4 (HA)","","Canada","N","2017/12/12","Influenza B virus (B/British Columbia/322/2017)","","","","","","nc"
"MG910887","1752","Human","4 (HA)","","Canada","N","2017/12/18","Influenza B virus (B/British Columbia/323/2017)","","","","","","nc"
"MG910888","1752","Human","4 (HA)","","Canada","N","2017/12/18","Influenza B virus (B/British Columbia/324/2017)","","","","","","nc"
"MG910744","1755","Human","4 (HA)","","Canada","N","2017/12/18","Influenza B virus (B/British Columbia/325/2017)","","","","","","nc"
"MG910889","1752","Human","4 (HA)","","Canada","N","2017/12/19","Influenza B virus (B/British Columbia/326/2017)","","","","","","nc"
"MG910891","1752","Human","4 (HA)","","Canada","N","2017/12/20","Influenza B virus (B/British Columbia/328/2017)","","","","","","nc"
"MG910893","1752","Human","4 (HA)","","Canada","N","2017/12/20","Influenza B virus (B/British Columbia/330/2017)","","","","","","nc"
"MG910894","1752","Human","4 (HA)","","Canada","N","2017/12/21","Influenza B virus (B/British Columbia/331/2017)","","","","","","nc"
"MG910895","1752","Human","4 (HA)","","Canada","N","2017/12/20","Influenza B virus (B/British Columbia/332/2017)","","","","","","nc"
"MG910896","1752","Human","4 (HA)","","Canada","N","2017/12/21","Influenza B virus (B/British Columbia/333/2017)","","","","","","nc"
"MG910898","1752","Human","4 (HA)","","Canada","N","2017/12/21","Influenza B virus (B/British Columbia/335/2017)","","","","","","nc"
"MG910900","1752","Human","4 (HA)","","Canada","N","2017/12/27","Influenza B virus (B/British Columbia/337/2017)","","","","","","nc"
"MG910902","1752","Human","4 (HA)","","Canada","N","2017/12/26","Influenza B virus (B/British Columbia/339/2017)","","","","","","nc"
"MG910903","1752","Human","4 (HA)","","Canada","N","2017/12/28","Influenza B virus (B/British Columbia/340/2017)","","","","","","nc"
"KU729615","1665","Human","4 (HA)","","Canada","N","2015/01/20","Influenza B virus (B/British Columbia/4/2015)","","","","","","p"
"KU729620","1755","Human","4 (HA)","","Canada","N","2015/01/29","Influenza B virus (B/British Columbia/5/2015)","","","","","","c"
"KU729616","1755","Human","4 (HA)","","Canada","N","2015/01/30","Influenza B virus (B/British Columbia/6/2015)","","","","","","c"
"KU729609","1755","Human","4 (HA)","","Canada","N","2015/03/03","Influenza B virus (B/British Columbia/7/2015)","","","","","","c"
"KU729608","1755","Human","4 (HA)","","Canada","N","2015/03/11","Influenza B virus (B/British Columbia/8/2015)","","","","","","c"
"KU729611","1755","Human","4 (HA)","","Canada","N","2015/03/20","Influenza B virus (B/British Columbia/9/2015)","","","","","","c"
"KP460569","1752","Human","4 (HA)","","Canada","N","2010/12/20","Influenza B virus (B/British Columbia/RV0028/2010)","","","","","","nc"
"MH449670","1398","Human","6 (NA)","","Canada","N","2018/03/27","Influenza B virus (B/Canada/1182C/2018)","","","","","","p"
"MH450013","1752","Human","4 (HA)","","Canada","N","2018/03/27","Influenza B virus (B/Canada/1182C/2018)","","","","","","nc"
"KP461396","980","Human","4 (HA)","","Canada","N","2005/11/14","Influenza B virus (B/Canada/1343/2005)","","","","","","p"
"CY018485","1840","Human","4 (HA)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018486","1150","Human","7 (MP)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018487","1523","Human","6 (NA)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018488","1809","Human","5 (NP)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018489","1036","Human","8 (NS)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018490","2266","Human","3 (PA)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018491","2328","Human","1 (PB1)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"CY018492","2355","Human","2 (PB2)","","Canada","N","2000/11/23","Influenza B virus (B/Canada/16188/2000)","","14y","","","","c"
"U70384","1737","Human","4 (HA)","","Canada","N","1985","Influenza B virus (B/Canada/3/85)","","","","","","p"
"KP460558","978","Human","4 (HA)","","Canada","N","2006/01/27","Influenza B virus (B/Canada/374/2006)","","","","","","p"
"AY139065","1462","Human","6 (NA)","","Canada","N","2001","Influenza B virus (B/Canada/464/2001)","","","","","","c"
"AF532531","1050","Human","4 (HA)","","Canada","N","2002","Influenza B virus (B/Canada/464/2002)","","","","","","p"
"KP460535","980","Human","4 (HA)","","Canada","N","2002","Influenza B virus (B/Canada/464/2002)","","","","","","p"
"KP459958","978","Human","4 (HA)","","Canada","N","2000/03/23","Influenza B virus (B/Canada/502/2000)","","","","","","p"
"KP461482","978","Human","4 (HA)","","Canada","N","2004/05/03","Influenza B virus (B/Canada/559/2004)","","","","","","p"
"KP460990","978","Human","4 (HA)","","Canada","N","2001/03/20","Influenza B virus (B/Canada/563/2001)","","","","","","p"
"EF512575","1401","Human","6 (NA)","","Canada","N","2004","Influenza B virus (B/Canada/580/2004)","","","","","","p"
"KP460093","978","Human","4 (HA)","","Canada","N","2004/06/05","Influenza B virus (B/Canada/581/2004)","","","","","","p"
"GQ423426","1401","Human","6 (NA)","","Canada","N","2007/12/21","Influenza B virus (B/Canada/88/2007)","","","","","","p"
"MH450017","1398","Human","6 (NA)","","Canada","N","2018/02/15","Influenza B virus (B/Canada/88855/2018)","","","","","","p"
"MH450019","1752","Human","4 (HA)","","Canada","N","2018/02/15","Influenza B virus (B/Canada/88855/2018)","","","","","","nc"
"AF059963","1038","Human","4 (HA)","","Canada","N","1994","Influenza B virus (B/Canada/9988/94)","","","","","","p"
"KC478981","1565","Human","6 (NA)","","Canada","N","2012/01/11","Influenza B virus (B/Ontario/0003689/2012)","","","","","","c"
"KC478982","1562","Human","6 (NA)","","Canada","N","2012/01/31","Influenza B virus (B/Ontario/0003959/2012)","","","","","","c"
"KC478994","1559","Human","6 (NA)","","Canada","N","2012/01/03","Influenza B virus (B/Ontario/0003960/2012)","","","","","","c"
"JQ340369","1677","Human","6 (NA)","","Canada","N","2011/03/23","Influenza B virus (B/Ontario/0004382/2011)","","","","","","c"
"KC478985","1567","Human","6 (NA)","","Canada","N","2012/02/08","Influenza B virus (B/Ontario/0004547/2012)","","","","","","c"
"JQ943658","1495","Human","6 (NA)","","Canada","N","2011/04/03","Influenza B virus (B/Ontario/0006871/2011)","","","","","","c"
"JQ943656","1495","Human","6 (NA)","","Canada","N","2011/03/03","Influenza B virus (B/Ontario/0009330/2011)","","","","","","c"
"MH216618","1755","Human","4 (HA)","","Canada","N","2017/03/07","Influenza B virus (B/Ontario/001/2017)","","","","","","nc"
"MG910907","1752","Human","4 (HA)","","Canada","N","2018/01/02","Influenza B virus (B/Ontario/001/2018)","","","","","","nc"
"JQ943663","1480","Human","6 (NA)","","Canada","N","2012/01/28","Influenza B virus (B/Ontario/0010241/2012)","","","","","","c"
"KC479000","1488","Human","6 (NA)","","Canada","N","2012/03/09","Influenza B virus (B/Ontario/0010605/2012)","","","","","","c"
"JQ943665","1495","Human","6 (NA)","","Canada","N","2012/03/12","Influenza B virus (B/Ontario/0010628/2012)","","","","","","c"
"KC479008","1487","Human","6 (NA)","","Canada","N","2012/03/20","Influenza B virus (B/Ontario/0010724/2012)","","","","","","c"
"KC478996","1490","Human","6 (NA)","","Canada","N","2012/02/09","Influenza B virus (B/Ontario/0020252/2012)","","","","","","c"
"KC478997","1486","Human","6 (NA)","","Canada","N","2012/02/25","Influenza B virus (B/Ontario/0020731/2012)","","","","","","c"
"MF195818","1828","Human","4 (HA)","","Canada","N","2016/02/02","Influenza B virus (B/Ontario/003/2016)","","","","","","c"
"MH216620","1755","Human","4 (HA)","","Canada","N","2017/03/20","Influenza B virus (B/Ontario/003/2017)","","","","","","nc"
"MG910909","1752","Human","4 (HA)","","Canada","N","2018/01/03","Influenza B virus (B/Ontario/003/2018)","","","","","","nc"
"KC479003","1564","Human","6 (NA)","","Canada","N","2012/03/12","Influenza B virus (B/Ontario/0040130/2012)","","","","","","c"
"KC479004","1487","Human","6 (NA)","","Canada","N","2012/03/15","Influenza B virus (B/Ontario/0040194/2012)","","","","","","c"
"KC479005","1563","Human","6 (NA)","","Canada","N","2012/03/15","Influenza B virus (B/Ontario/0040195/2012)","","","","","","c"
"KC478995","1577","Human","6 (NA)","","Canada","N","2012/02/23","Influenza B virus (B/Ontario/0045505/2012)","","","","","","c"
"MH216622","1755","Human","4 (HA)","","Canada","N","2017/03/24","Influenza B virus (B/Ontario/005/2017)","","","","","","nc"
"MG910911","1752","Human","4 (HA)","","Canada","N","2018/01/04","Influenza B virus (B/Ontario/005/2018)","","","","","","nc"
"KC478991","1489","Human","6 (NA)","","Canada","N","2012/02","Influenza B virus (B/Ontario/0058337/2012)","","","","","","c"
"MH216623","1752","Human","4 (HA)","","Canada","N","2017/04/10","Influenza B virus (B/Ontario/006/2017)","","","","","","nc"
"MG910912","1752","Human","4 (HA)","","Canada","N","2018/01/03","Influenza B virus (B/Ontario/006/2018)","","","","","","nc"
"JN601140","1530","Human","6 (NA)","","Canada","N","2011/04/10","Influenza B virus (B/Ontario/006876/2011)","","","","","","c"
"MF195819","1817","Human","4 (HA)","","Canada","N","2016/02/03","Influenza B virus (B/Ontario/007/2016)","","","","","","c"
"MH216624","1752","Human","4 (HA)","","Canada","N","2017/04/11","Influenza B virus (B/Ontario/007/2017)","","","","","","nc"
"MG910913","1752","Human","4 (HA)","","Canada","N","2018/01/03","Influenza B virus (B/Ontario/007/2018)","","","","","","nc"
"JQ943657","1577","Human","6 (NA)","","Canada","N","2011/03/07","Influenza B virus (B/Ontario/0075502/2011)","","","","","","c"
"JQ943659","1595","Human","6 (NA)","","Canada","N","2011/04/21","Influenza B virus (B/Ontario/0077145/2011)","","","","","","c"
"MF195820","1811","Human","4 (HA)","","Canada","N","2016/02/03","Influenza B virus (B/Ontario/008/2016)","","","","","","c"
"MG910914","1752","Human","4 (HA)","","Canada","N","2018/01/04","Influenza B virus (B/Ontario/008/2018)","","","","","","nc"
"MF195821","1617","Human","4 (HA)","","Canada","N","2016/02/05","Influenza B virus (B/Ontario/009/2016)","","","","","","p"
"KC478983","1573","Human","6 (NA)","","Canada","N","2012/01/29","Influenza B virus (B/Ontario/0096820/2012)","","","","","","c"
"KP864191","1057","Human","4 (HA)","","Canada","N","2014/01/06","Influenza B virus (B/Ontario/01/2014)","","","","","","p"
"MF195822","1802","Human","4 (HA)","","Canada","N","2016/02/08","Influenza B virus (B/Ontario/010/2016)","","","","","","c"
"MH216627","1752","Human","4 (HA)","","Canada","N","2017/04/11","Influenza B virus (B/Ontario/010/2017)","","","","","","nc"
"JQ943664","1494","Human","6 (NA)","","Canada","N","2012/01/31","Influenza B virus (B/Ontario/0100744/2012)","","","","","","c"
"MF195823","1784","Human","4 (HA)","","Canada","N","2016/02/08","Influenza B virus (B/Ontario/011/2016)","","","","","","c"
"MH216628","1752","Human","4 (HA)","","Canada","N","2017/04/17","Influenza B virus (B/Ontario/011/2017)","","","","","","nc"
"MG910916","1707","Human","4 (HA)","","Canada","N","2018/01/03","Influenza B virus (B/Ontario/011/2018)","","","","","","p"
"MF195824","1810","Human","4 (HA)","","Canada","N","2016/02/09","Influenza B virus (B/Ontario/012/2016)","","","","","","c"
"MH216629","1755","Human","4 (HA)","","Canada","N","2017/04/15","Influenza B virus (B/Ontario/012/2017)","","","","","","nc"
"MG910917","1707","Human","4 (HA)","","Canada","N","2018/01/05","Influenza B virus (B/Ontario/012/2018)","","","","","","p"
"KC478986","1565","Human","6 (NA)","","Canada","N","2012/02/04","Influenza B virus (B/Ontario/0125851/2012)","","","","","","c"
