"accession","length","host","segment","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"CY040241","2302","Human","1 (PB2)","H1N1","Nicaragua","T","2008/10/11","Influenza A virus (A/Managua/2860.01/2008(H1N1))","E627K","10","","","","c"
"CY070959","1731","Human","4 (HA)","H3N2","Nicaragua","T","2010/06/10","Influenza A virus (A/Managua/2867.01/2010(H3N2))","","","","","","c"
"CY070961","1437","Human","6 (NA)","H3N2","Nicaragua","T","2010/06/10","Influenza A virus (A/Managua/2867.01/2010(H3N2))","","","","","","c"
"CY070966","2310","Human","1 (PB2)","H3N2","Nicaragua","T","2010/06/10","Influenza A virus (A/Managua/2867.01/2010(H3N2))","E627K","","","","","c"
"CY072766","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/08/20","Influenza A virus (A/Managua/287.01/2009(H1N1))","","","","","","c"
"CY072768","1420","Human","6 (NA)","H1N1","Nicaragua","T","2009/08/20","Influenza A virus (A/Managua/287.01/2009(H1N1))","","","","","","c"
"CY072769","1525","Human","5 (NP)","H1N1","Nicaragua","T","2009/08/20","Influenza A virus (A/Managua/287.01/2009(H1N1))","","","","","","c"
"CY072771","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/08/20","Influenza A virus (A/Managua/287.01/2009(H1N1))","","","","","","c"
"CY072773","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/08/20","Influenza A virus (A/Managua/287.01/2009(H1N1))","","","","","","c"
"CY032477","1723","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/22","Influenza A virus (A/Managua/29/2007(H3N2))","","5Y","M","","","c"
"CY032479","1430","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/22","Influenza A virus (A/Managua/29/2007(H3N2))","","5Y","M","","","c"
"CY032480","1530","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/22","Influenza A virus (A/Managua/29/2007(H3N2))","","5Y","M","","","c"
"CY032482","2190","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/22","Influenza A virus (A/Managua/29/2007(H3N2))","","5Y","M","","","c"
"CY032483","2299","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/22","Influenza A virus (A/Managua/29/2007(H3N2))","","5Y","M","","","c"
"CY074744","2192","Human","3 (PA)","H3N2","Nicaragua","T","2010/06/13","Influenza A virus (A/Managua/2912.04/2010(H3N2))","","","","","","c"
"CY072742","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/09/02","Influenza A virus (A/Managua/2958.01/2009(H1N1))","","","","","","c"
"CY072744","1420","Human","6 (NA)","H1N1","Nicaragua","T","2009/09/02","Influenza A virus (A/Managua/2958.01/2009(H1N1))","","","","","","c"
"CY072747","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/09/02","Influenza A virus (A/Managua/2958.01/2009(H1N1))","","","","","","c"
"CY073557","850","Human","8 (NS)","H1N1","Nicaragua","T","2009/07/29","Influenza A virus (A/Managua/2978.04/2009(H1N1))","","","","","","c"
"CY073558","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/07/29","Influenza A virus (A/Managua/2978.04/2009(H1N1))","","","","","","c"
"CY073559","2303","Human","2 (PB1)","H1N1","Nicaragua","T","2009/07/29","Influenza A virus (A/Managua/2978.04/2009(H1N1))","","","","","","c"
"CY035086","1715","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","","2Y","","","","c"
"CY035087","985","Human","7 (MP)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","S31N","2Y","","","","c"
"CY035088","1432","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","","2Y","","","","c"
"CY035089","1513","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","","2Y","","","","c"
"CY035090","849","Human","8 (NS)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","","2Y","","","","c"
"CY035091","2190","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","","2Y","","","","c"
"CY035092","2284","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","","2Y","","","","c"
"CY035093","2298","Human","1 (PB2)","H3N2","Nicaragua","T","2007/06/07","Influenza A virus (A/Managua/3/2007(H3N2))","E627K","2Y","","","","c"
"CY033145","1701","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","","2Y","F","","","c"
"CY033147","1413","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","","2Y","F","","","c"
"CY033148","1514","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","","2Y","F","","","c"
"CY033149","847","Human","8 (NS)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","","2Y","F","","","c"
"CY033150","2190","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","","2Y","F","","","c"
"CY033151","2298","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","","2Y","F","","","c"
"CY033152","2289","Human","1 (PB2)","H3N2","Nicaragua","T","2007/06/19","Influenza A virus (A/Managua/30/2007(H3N2))","E627K","2Y","F","","","nc"
"CY040218","1701","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","","6","","","","c"
"CY040219","982","Human","7 (MP)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","S31N","6","","","","c"
"CY040220","1401","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","","6","","","","p"
"CY040221","1497","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","","6","","","","c"
"CY040222","838","Human","8 (NS)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","","6","","","","c"
"CY040223","2151","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","","6","","","","c"
"CY040224","2274","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","","6","","","","c"
"CY040225","2280","Human","1 (PB2)","H3N2","Nicaragua","T","2007/06/08","Influenza A virus (A/Managua/3012.01/2007(H3N2))","E627K","6","","","","c"
"CY073517","844","Human","8 (NS)","H1N1","Nicaragua","T","2009/09/11","Influenza A virus (A/Managua/3014.02/2009(H1N1))","","","","","","c"
"CY073518","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/09/11","Influenza A virus (A/Managua/3014.02/2009(H1N1))","","","","","","c"
"CY073520","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/09/11","Influenza A virus (A/Managua/3014.02/2009(H1N1))","","","","","","c"
"CY039471","1721","Human","4 (HA)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039472","987","Human","7 (MP)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039473","1418","Human","6 (NA)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039474","1524","Human","5 (NP)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039475","840","Human","8 (NS)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039476","2195","Human","3 (PA)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039477","2305","Human","2 (PB1)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","","12","","","","c"
"CY039478","2300","Human","1 (PB2)","H1N1","Nicaragua","T","2008/06/24","Influenza A virus (A/Managua/3027.01/2008(H1N1))","E627K","12","","","","c"
"CY039119","1719","Human","4 (HA)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039120","985","Human","7 (MP)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039121","1418","Human","6 (NA)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039122","1501","Human","5 (NP)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039123","838","Human","8 (NS)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039124","2155","Human","3 (PA)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039125","2280","Human","2 (PB1)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","","7Y","","","","c"
"CY039126","2289","Human","1 (PB2)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3029.01/2008(H1N1))","E627K","7Y","","","","c"
"CY088911","862","Human","8 (NS)","H3N2","Nicaragua","T","2010/06/01","Influenza A virus (A/Managua/3039.01/2010(H3N2))","","","","","","c"
"CY074931","1732","Human","4 (HA)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","","","","","","c"
"CY074932","999","Human","7 (MP)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","S31N","","","","","c"
"CY074933","1437","Human","6 (NA)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","","","","","","c"
"CY074934","1537","Human","5 (NP)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","","","","","","c"
"CY074935","860","Human","8 (NS)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","","","","","","c"
"CY074936","2192","Human","3 (PA)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","","","","","","c"
"CY074937","2311","Human","2 (PB1)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","","","","","","c"
"CY074938","2312","Human","1 (PB2)","H3N2","Nicaragua","T","2010/03/19","Influenza A virus (A/Managua/305-10/2010(H3N2))","E627K","","","","","c"
"CY073548","1523","Human","5 (NP)","H1N1","Nicaragua","T","2009/08/10","Influenza A virus (A/Managua/3083.01/2009(H1N1))","","","","","","c"
"CY073552","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/08/10","Influenza A virus (A/Managua/3083.01/2009(H1N1))","","","","","","c"
"CY040266","1725","Human","4 (HA)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","","7","","","","c"
"CY040268","1422","Human","6 (NA)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","","7","","","","c"
"CY040269","1530","Human","5 (NP)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","","7","","","","c"
"CY040270","846","Human","8 (NS)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","","7","","","","c"
"CY040271","2184","Human","3 (PA)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","","7","","","","c"
"CY040272","2300","Human","2 (PB1)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","","7","","","","c"
"CY040273","2303","Human","1 (PB2)","H1N1","Nicaragua","T","2008/10/30","Influenza A virus (A/Managua/309.01/2008(H1N1))","E627K","7","","","","c"
"CY032549","1726","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/18","Influenza A virus (A/Managua/31/2007(H3N2))","","8Y","M","","","c"
"CY032551","1430","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/18","Influenza A virus (A/Managua/31/2007(H3N2))","","8Y","M","","","c"
"CY032552","1530","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/18","Influenza A virus (A/Managua/31/2007(H3N2))","","8Y","M","","","c"
"CY032553","846","Human","8 (NS)","H3N2","Nicaragua","T","2007/06/18","Influenza A virus (A/Managua/31/2007(H3N2))","","8Y","M","","","c"
"CY032556","2305","Human","1 (PB2)","H3N2","Nicaragua","T","2007/06/18","Influenza A virus (A/Managua/31/2007(H3N2))","E627K","8Y","M","","","c"
"CY056391","850","Human","8 (NS)","H1N1","Nicaragua","T","2009/06/01","Influenza A virus (A/Managua/3119.01/2009(H1N1))","","","","","","c"
"CY056392","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/06/01","Influenza A virus (A/Managua/3119.01/2009(H1N1))","","","","","","c"
"CY056393","2303","Human","2 (PB1)","H1N1","Nicaragua","T","2009/06/01","Influenza A virus (A/Managua/3119.01/2009(H1N1))","","","","","","c"
"CY056394","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/06/01","Influenza A virus (A/Managua/3119.01/2009(H1N1))","","","","","","c"
"CY040250","1731","Human","4 (HA)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","","7","","","","c"
"CY040251","986","Human","7 (MP)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","","7","","","","c"
"CY040252","1423","Human","6 (NA)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","H274Y","7","","","","c"
"CY040253","1530","Human","5 (NP)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","","7","","","","c"
"CY040254","846","Human","8 (NS)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","","7","","","","c"
"CY040255","2176","Human","3 (PA)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","","7","","","","c"
"CY040256","2300","Human","2 (PB1)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","","7","","","","c"
"CY040257","2311","Human","1 (PB2)","H1N1","Nicaragua","T","2008/08/07","Influenza A virus (A/Managua/3153.01/2008(H1N1))","E627K","7","","","","c"
"CY040162","1731","Human","4 (HA)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040163","998","Human","7 (MP)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040164","1430","Human","6 (NA)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040165","1530","Human","5 (NP)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040166","841","Human","8 (NS)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040167","2189","Human","3 (PA)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040168","2313","Human","2 (PB1)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","","7Y","","","","c"
"CY040169","2309","Human","1 (PB2)","H1N1","Nicaragua","T","2008/06/09","Influenza A virus (A/Managua/3180.01/2008(H1N1))","E627K","7Y","","","","c"
"CY058180","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/06/29","Influenza A virus (A/Managua/3189.01/2009(H1N1))","","","","","","c"
"CY074705","2311","Human","2 (PB1)","H3N2","Nicaragua","T","2010/06/05","Influenza A virus (A/Managua/3192.01/2010(H3N2))","","","","","","c"
"CY074706","2310","Human","1 (PB2)","H3N2","Nicaragua","T","2010/06/05","Influenza A virus (A/Managua/3192.01/2010(H3N2))","E627K","","","","","c"
"CY032453","1722","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/27","Influenza A virus (A/Managua/32/2007(H3N2))","","6Y","F","","","c"
"CY032454","985","Human","7 (MP)","H3N2","Nicaragua","T","2007/06/27","Influenza A virus (A/Managua/32/2007(H3N2))","S31N","6Y","F","","","c"
"CY032455","1420","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/27","Influenza A virus (A/Managua/32/2007(H3N2))","","6Y","F","","","c"
"CY032458","2189","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/27","Influenza A virus (A/Managua/32/2007(H3N2))","","6Y","F","","","c"
"CY088971","1735","Human","4 (HA)","H3N2","Nicaragua","T","2010/06/07","Influenza A virus (A/Managua/3209.01/2010(H3N2))","","","","","","c"
"CY088973","1438","Human","6 (NA)","H3N2","Nicaragua","T","2010/06/07","Influenza A virus (A/Managua/3209.01/2010(H3N2))","","","","","","c"
"CY088974","1537","Human","5 (NP)","H3N2","Nicaragua","T","2010/06/07","Influenza A virus (A/Managua/3209.01/2010(H3N2))","","","","","","c"
"CY088976","2192","Human","3 (PA)","H3N2","Nicaragua","T","2010/06/07","Influenza A virus (A/Managua/3209.01/2010(H3N2))","","","","","","c"
"CY088977","2314","Human","2 (PB1)","H3N2","Nicaragua","T","2010/06/07","Influenza A virus (A/Managua/3209.01/2010(H3N2))","","","","","","c"
"CY088978","2310","Human","1 (PB2)","H3N2","Nicaragua","T","2010/06/07","Influenza A virus (A/Managua/3209.01/2010(H3N2))","E627K","","","","","c"
"CY072897","1523","Human","5 (NP)","H1N1","Nicaragua","T","2009/07/16","Influenza A virus (A/Managua/3214.04/2009(H1N1))","","","","","","c"
"CY072899","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/07/16","Influenza A virus (A/Managua/3214.04/2009(H1N1))","","","","","","c"
"CY072901","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/07/16","Influenza A virus (A/Managua/3214.04/2009(H1N1))","","","","","","c"
"CY073657","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/07/27","Influenza A virus (A/Managua/3225.03/2009(H1N1))","","","","","","c"
"CY073660","1523","Human","5 (NP)","H1N1","Nicaragua","T","2009/07/27","Influenza A virus (A/Managua/3225.03/2009(H1N1))","","","","","","c"
"CY073663","2303","Human","2 (PB1)","H1N1","Nicaragua","T","2009/07/27","Influenza A virus (A/Managua/3225.03/2009(H1N1))","","","","","","c"
"CY072580","2303","Human","2 (PB1)","H1N1","Nicaragua","T","2009/07/24","Influenza A virus (A/Managua/3231.02/2009(H1N1))","","","","","","c"
"CY038543","1710","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","","8","","","","c"
"CY038545","1413","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","","8","","","","c"
"CY038546","1500","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","","8","","","","c"
"CY038547","844","Human","8 (NS)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","","8","","","","c"
"CY038548","2160","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","","8","","","","c"
"CY038549","2277","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","","8","","","","c"
"CY038550","2295","Human","1 (PB2)","H3N2","Nicaragua","T","2007/06/24","Influenza A virus (A/Managua/3243.01/2007(H3N2))","E627K","8","","","","c"
"CY058252","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/08/18","Influenza A virus (A/Managua/3244.01/2009(H1N1))","","","","","","c"
"CY058256","850","Human","8 (NS)","H1N1","Nicaragua","T","2009/08/18","Influenza A virus (A/Managua/3244.01/2009(H1N1))","","","","","","c"
"CY058257","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/08/18","Influenza A virus (A/Managua/3244.01/2009(H1N1))","","","","","","c"
"CY074774","1539","Human","5 (NP)","H3N2","Nicaragua","T","2010/06/06","Influenza A virus (A/Managua/3244.02/2010(H3N2))","","","","","","c"
"CY074775","863","Human","8 (NS)","H3N2","Nicaragua","T","2010/06/06","Influenza A virus (A/Managua/3244.02/2010(H3N2))","","","","","","c"
"CY074776","2192","Human","3 (PA)","H3N2","Nicaragua","T","2010/06/06","Influenza A virus (A/Managua/3244.02/2010(H3N2))","","","","","","c"
"CY074777","2311","Human","2 (PB1)","H3N2","Nicaragua","T","2010/06/06","Influenza A virus (A/Managua/3244.02/2010(H3N2))","","","","","","c"
"CY074778","2310","Human","1 (PB2)","H3N2","Nicaragua","T","2010/06/06","Influenza A virus (A/Managua/3244.02/2010(H3N2))","E627K","","","","","c"
"CY089379","1734","Human","4 (HA)","H1N1","Nicaragua","T","2010/03/25","Influenza A virus (A/Managua/3246.01/2010(H1N1))","","","","","","c"
"CY058244","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/08/15","Influenza A virus (A/Managua/3275.01/2009(H1N1))","","","","","","c"
"CY058246","1421","Human","6 (NA)","H1N1","Nicaragua","T","2009/08/15","Influenza A virus (A/Managua/3275.01/2009(H1N1))","","","","","","c"
"CY058248","850","Human","8 (NS)","H1N1","Nicaragua","T","2009/08/15","Influenza A virus (A/Managua/3275.01/2009(H1N1))","","","","","","c"
"CY058249","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/08/15","Influenza A virus (A/Managua/3275.01/2009(H1N1))","","","","","","c"
"CY058251","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/08/15","Influenza A virus (A/Managua/3275.01/2009(H1N1))","","","","","","c"
"CY032517","1725","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","","3Y","F","","","c"
"CY032519","1430","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","","3Y","F","","","c"
"CY032520","1522","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","","3Y","F","","","c"
"CY032521","847","Human","8 (NS)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","","3Y","F","","","c"
"CY032522","2189","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","","3Y","F","","","c"
"CY032523","2299","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","","3Y","F","","","c"
"CY032524","2298","Human","1 (PB2)","H3N2","Nicaragua","T","2007/06/12","Influenza A virus (A/Managua/33/2007(H3N2))","E627K","3Y","F","","","c"
"CY040242","1698","Human","4 (HA)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","c"
"CY040243","982","Human","7 (MP)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","c"
"CY040244","1404","Human","6 (NA)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","p"
"CY040245","1497","Human","5 (NP)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","c"
"CY040246","841","Human","8 (NS)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","c"
"CY040247","2151","Human","3 (PA)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","c"
"CY040248","2297","Human","2 (PB1)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","","5","","","","c"
"CY040249","2280","Human","1 (PB2)","H1N1","Nicaragua","T","2008/01/07","Influenza A virus (A/Managua/3307.01/2008(H1N1))","E627K","5","","","","c"
"CY088843","1734","Human","4 (HA)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","","","","","","c"
"CY088844","1000","Human","7 (MP)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","S31N","","","","","c"
"CY088845","1437","Human","6 (NA)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","","","","","","c"
"CY088846","1539","Human","5 (NP)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","","","","","","c"
"CY088847","863","Human","8 (NS)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","","","","","","c"
"CY088849","2312","Human","2 (PB1)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","","","","","","c"
"CY088850","2310","Human","1 (PB2)","H3N2","Nicaragua","T","2010/05/17","Influenza A virus (A/Managua/3345.02/2010(H3N2))","E627K","","","","","c"
"CY072718","1734","Human","4 (HA)","H1N1","Nicaragua","T","2009/08/12","Influenza A virus (A/Managua/3359.01/2009(H1N1))","","","","","","c"
"CY072719","987","Human","7 (MP)","H1N1","Nicaragua","T","2009/08/12","Influenza A virus (A/Managua/3359.01/2009(H1N1))","S31N","","","","","c"
"CY072720","1420","Human","6 (NA)","H1N1","Nicaragua","T","2009/08/12","Influenza A virus (A/Managua/3359.01/2009(H1N1))","","","","","","c"
"CY072723","2175","Human","3 (PA)","H1N1","Nicaragua","T","2009/08/12","Influenza A virus (A/Managua/3359.01/2009(H1N1))","","","","","","c"
"CY072724","2303","Human","2 (PB1)","H1N1","Nicaragua","T","2009/08/12","Influenza A virus (A/Managua/3359.01/2009(H1N1))","","","","","","c"
"CY072725","2293","Human","1 (PB2)","H1N1","Nicaragua","T","2009/08/12","Influenza A virus (A/Managua/3359.01/2009(H1N1))","","","","","","c"
"CY032493","1724","Human","4 (HA)","H3N2","Nicaragua","T","2007/06/23","Influenza A virus (A/Managua/34/2007(H3N2))","","2Y","F","","","c"
"CY032495","1429","Human","6 (NA)","H3N2","Nicaragua","T","2007/06/23","Influenza A virus (A/Managua/34/2007(H3N2))","","2Y","F","","","c"
"CY032496","1525","Human","5 (NP)","H3N2","Nicaragua","T","2007/06/23","Influenza A virus (A/Managua/34/2007(H3N2))","","2Y","F","","","c"
"CY032498","2190","Human","3 (PA)","H3N2","Nicaragua","T","2007/06/23","Influenza A virus (A/Managua/34/2007(H3N2))","","2Y","F","","","c"
"CY032499","2299","Human","2 (PB1)","H3N2","Nicaragua","T","2007/06/23","Influenza A virus (A/Managua/34/2007(H3N2))","","2Y","F","","","c"
